ParentLocation,Location,Year,Sex,Cause,CauseCode,Average Estimated Number of Deaths,Lower Estimated Number of Death,Higher Estimated Number of Death,Date,Time
Europe,Israel,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Israel,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Italy,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Jamaica,2019,Female,Stroke,ENVCAUSE114,114.7,15.2,293.3,25/08/2022,16:00:00
Americas,Jamaica,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,14.0,2.0,36.5,25/08/2022,16:00:00
Americas,Jamaica,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,169.3,24.6,394.8,25/08/2022,16:00:00
Americas,Jamaica,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,19.0,2.7,40.4,25/08/2022,16:00:00
Americas,Jamaica,2019,Both sexes,Stroke,ENVCAUSE114,202.8,26.9,518.5,25/08/2022,16:00:00
Americas,Jamaica,2019,Male,Lower respiratory infections,ENVCAUSE039,32.5,4.7,68.0,25/08/2022,16:00:00
Americas,Jamaica,2019,Female,Lower respiratory infections,ENVCAUSE039,33.4,4.9,68.2,25/08/2022,16:00:00
Americas,Jamaica,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,43.5,5.8,96.6,25/08/2022,16:00:00
Americas,Jamaica,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,45.7,6.1,120.6,25/08/2022,16:00:00
Americas,Jamaica,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,59.7,8.1,157.1,25/08/2022,16:00:00
Americas,Jamaica,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,62.4,8.5,136.7,25/08/2022,16:00:00
Americas,Jamaica,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,65.8,9.6,135.8,25/08/2022,16:00:00
Americas,Jamaica,2019,Male,Ischaemic heart disease,ENVCAUSE113,84.3,12.2,196.6,25/08/2022,16:00:00
Americas,Jamaica,2019,Female,Ischaemic heart disease,ENVCAUSE113,85.0,12.5,197.9,25/08/2022,16:00:00
Americas,Jamaica,2019,Male,Stroke,ENVCAUSE114,88.0,11.6,227.4,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,1.3,0.0,10.8,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,1.4,0.0,10.9,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Female,Ischaemic heart disease,ENVCAUSE113,10.2,0.0,76.2,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Both sexes,Stroke,ENVCAUSE114,11.1,0.0,85.9,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Male,Ischaemic heart disease,ENVCAUSE113,11.5,0.0,86.3,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,2.1,0.0,16.7,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,21.7,0.0,162.4,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,3.4,0.0,27.4,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Male,Lower respiratory infections,ENVCAUSE039,3.9,0.0,30.2,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Female,Lower respiratory infections,ENVCAUSE039,3.9,0.0,30.9,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Male,Stroke,ENVCAUSE114,4.4,0.0,33.6,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,5.5,0.0,41.7,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Female,Stroke,ENVCAUSE114,6.7,0.0,52.7,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,6.9,0.0,52.6,25/08/2022,16:00:00
Eastern Mediterranean,Jordan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,7.8,0.0,61.1,25/08/2022,16:00:00
Western Pacific,Japan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Japan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Female,Lower respiratory infections,ENVCAUSE039,124.1,4.8,358.9,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1529.0,51.5,4609.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Male,Lower respiratory infections,ENVCAUSE039,166.4,6.2,489.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,175.6,6.9,546.1,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,216.2,7.3,727.3,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,225.1,8.9,694.6,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,264.4,8.7,904.3,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,290.4,11.0,846.9,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Male,Stroke,ENVCAUSE114,356.2,12.4,1176.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,480.6,16.1,1656.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,49.5,2.0,148.4,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Female,Stroke,ENVCAUSE114,534.9,19.0,1800.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Male,Ischaemic heart disease,ENVCAUSE113,655.8,22.0,1982.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Female,Ischaemic heart disease,ENVCAUSE113,873.6,29.6,2621.0,25/08/2022,16:00:00
Europe,Kazakhstan,2019,Both sexes,Stroke,ENVCAUSE114,891.0,31.4,2958.0,25/08/2022,16:00:00
Africa,Kenya,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,10442.0,8074.0,12377.0,25/08/2022,16:00:00
Africa,Kenya,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,1140.0,756.9,1844.0,25/08/2022,16:00:00
Africa,Kenya,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,157.5,134.1,177.5,25/08/2022,16:00:00
Africa,Kenya,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,183.4,150.5,212.8,25/08/2022,16:00:00
Africa,Kenya,2019,Female,Ischaemic heart disease,ENVCAUSE113,2030.0,1618.0,2473.0,25/08/2022,16:00:00
Africa,Kenya,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,2036.0,1390.0,3218.0,25/08/2022,16:00:00
Africa,Kenya,2019,Male,Ischaemic heart disease,ENVCAUSE113,2317.0,1807.0,2850.0,25/08/2022,16:00:00
Africa,Kenya,2019,Male,Stroke,ENVCAUSE114,2461.0,1498.0,3807.0,25/08/2022,16:00:00
Africa,Kenya,2019,Female,Stroke,ENVCAUSE114,2656.0,1677.0,3959.0,25/08/2022,16:00:00
Africa,Kenya,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,341.0,284.5,390.1,25/08/2022,16:00:00
Africa,Kenya,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,4347.0,3423.0,5326.0,25/08/2022,16:00:00
Africa,Kenya,2019,Female,Lower respiratory infections,ENVCAUSE039,4874.0,3799.0,5763.0,25/08/2022,16:00:00
Africa,Kenya,2019,Both sexes,Stroke,ENVCAUSE114,5116.0,3179.0,7755.0,25/08/2022,16:00:00
Africa,Kenya,2019,Male,Lower respiratory infections,ENVCAUSE039,5568.0,4271.0,6628.0,25/08/2022,16:00:00
Africa,Kenya,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,895.2,630.8,1375.0,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1100.0,504.6,1846.0,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,122.8,55.5,200.7,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Male,Stroke,ENVCAUSE114,179.0,63.4,382.8,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,179.5,57.5,377.7,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Female,Stroke,ENVCAUSE114,194.6,69.3,406.7,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,22.6,10.7,36.2,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Both sexes,Stroke,ENVCAUSE114,373.6,132.5,784.9,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Male,Ischaemic heart disease,ENVCAUSE113,494.3,226.4,833.8,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Female,Lower respiratory infections,ENVCAUSE039,54.3,24.7,88.6,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Female,Ischaemic heart disease,ENVCAUSE113,605.8,279.2,1010.0,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,63.5,28.4,104.8,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Male,Lower respiratory infections,ENVCAUSE039,68.5,30.8,112.0,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,86.1,39.0,140.4,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,89.6,29.6,184.9,25/08/2022,16:00:00
Europe,Kyrgyzstan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,89.9,27.3,191.2,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,1090.0,613.4,1896.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Female,Ischaemic heart disease,ENVCAUSE113,1330.0,1012.0,1698.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Male,Stroke,ENVCAUSE114,1388.0,779.2,2314.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Male,Ischaemic heart disease,ENVCAUSE113,1624.0,1213.0,2091.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Male,Lower respiratory infections,ENVCAUSE039,1848.0,1343.0,2282.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Female,Stroke,ENVCAUSE114,1904.0,1096.0,3107.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Female,Lower respiratory infections,ENVCAUSE039,1924.0,1421.0,2342.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,240.1,186.5,288.4,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,2954.0,2229.0,3790.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Both sexes,Stroke,ENVCAUSE114,3292.0,1872.0,5405.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,343.9,254.0,426.9,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,3772.0,2773.0,4631.0,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,422.6,250.5,729.6,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,584.0,440.9,714.3,25/08/2022,16:00:00
Western Pacific,Cambodia,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,667.7,366.4,1173.0,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,1.3,1.1,1.5,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Female,Lower respiratory infections,ENVCAUSE039,12.7,9.9,15.1,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Male,Lower respiratory infections,ENVCAUSE039,13.1,10.1,15.8,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,13.4,8.1,21.8,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Female,Stroke,ENVCAUSE114,22.2,13.5,34.5,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,25.8,20.1,30.9,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Female,Ischaemic heart disease,ENVCAUSE113,26.5,20.7,32.6,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Male,Stroke,ENVCAUSE114,27.0,15.9,42.8,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Male,Ischaemic heart disease,ENVCAUSE113,35.2,26.8,43.7,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,4.4,3.4,5.3,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Both sexes,Stroke,ENVCAUSE114,49.2,29.5,77.3,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,5.4,3.4,8.6,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,5.7,4.5,6.9,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,61.8,47.4,76.3,25/08/2022,16:00:00
Western Pacific,Kiribati,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,8.1,4.7,13.2,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Republic of Korea,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Kuwait,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,119.4,97.6,139.2,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,1369.0,1053.0,1626.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Both sexes,Stroke,ENVCAUSE114,1768.0,1086.0,2745.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1839.0,1449.0,2253.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,258.0,162.1,406.7,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,269.7,210.5,325.9,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,389.1,308.0,465.8,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,431.2,254.3,695.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Female,Lower respiratory infections,ENVCAUSE039,680.5,526.2,802.6,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Male,Lower respiratory infections,ENVCAUSE039,688.7,525.9,824.2,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,689.2,416.5,1099.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Male,Stroke,ENVCAUSE114,860.4,521.7,1356.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Female,Ischaemic heart disease,ENVCAUSE113,872.5,696.4,1064.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Female,Stroke,ENVCAUSE114,907.2,563.7,1393.0,25/08/2022,16:00:00
Western Pacific,Lao People's Democratic Republic,2019,Male,Ischaemic heart disease,ENVCAUSE113,966.7,750.5,1191.0,25/08/2022,16:00:00
Africa,Liberia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,11.5,10.0,12.7,25/08/2022,16:00:00
Africa,Liberia,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,1405.0,1121.0,1619.0,25/08/2022,16:00:00
Africa,Liberia,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,154.6,108.0,232.0,25/08/2022,16:00:00
Africa,Liberia,2019,Male,Stroke,ENVCAUSE114,222.9,141.5,335.0,25/08/2022,16:00:00
Africa,Liberia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,24.6,20.6,27.9,25/08/2022,16:00:00
Africa,Liberia,2019,Male,Ischaemic heart disease,ENVCAUSE113,318.9,260.2,383.8,25/08/2022,16:00:00
Africa,Liberia,2019,Female,Stroke,ENVCAUSE114,344.7,226.2,499.1,25/08/2022,16:00:00
Africa,Liberia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,36.1,30.6,40.6,25/08/2022,16:00:00
Africa,Liberia,2019,Female,Ischaemic heart disease,ENVCAUSE113,457.9,380.9,546.0,25/08/2022,16:00:00
Africa,Liberia,2019,Both sexes,Stroke,ENVCAUSE114,567.6,368.3,834.2,25/08/2022,16:00:00
Africa,Liberia,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,68.4,46.0,105.0,25/08/2022,16:00:00
Africa,Liberia,2019,Female,Lower respiratory infections,ENVCAUSE039,681.3,546.8,781.5,25/08/2022,16:00:00
Africa,Liberia,2019,Male,Lower respiratory infections,ENVCAUSE039,723.9,573.5,836.5,25/08/2022,16:00:00
Africa,Liberia,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,776.8,643.4,927.3,25/08/2022,16:00:00
Africa,Liberia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,86.2,61.8,126.3,25/08/2022,16:00:00
Americas,Saint Lucia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.2,0.0,0.5,25/08/2022,16:00:00
Americas,Saint Lucia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.8,0.1,2.6,25/08/2022,16:00:00
Americas,Saint Lucia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.8,0.1,2.2,25/08/2022,16:00:00
Americas,Saint Lucia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,1.0,0.1,2.7,25/08/2022,16:00:00
